Date,vol_future_2w_1,vol_future_2w_2,vol_future_2w_3,Performances glissantes 1 semaine,rendement_lag_1,garch_vol,Variation %,vol_future_2w
2021-10-15,0.0035923529893372,0.0040871750635371,0.0020940391591371,0.5,0.29,0.0058901421886563,0.8697846390763209,0.0039408120990476
2021-10-22,0.0039408120990476,0.0035923529893372,0.0040871750635371,0.09,0.5,0.0057193410793331,0.6056483289811343,0.0044994444101466
2021-10-29,0.0044994444101466,0.0039408120990476,0.0035923529893372,0.55,0.09,0.0060244093292398,1.6241877970430971,0.0024166091947189
2021-11-05,0.0024166091947189,0.0044994444101466,0.0039408120990476,0.32,0.55,0.0057504599769685,0.0035969157113902,0.0011045361017187
2021-11-12,0.0011045361017187,0.0024166091947189,0.0044994444101466,0.12,0.32,0.0057707133378794,-1.153384287313064,0.0028469281690973
2021-11-19,0.0028469281690973,0.0011045361017187,0.0024166091947189,0.1,0.12,0.0059944486485616,-0.4406450150252206,0.0031320919526731
2021-11-26,0.0031320919526731,0.0028469281690973,0.0011045361017187,0.39,0.1,0.0060802408482592,0.0871263004223577,0.0028861739379323
2021-12-03,0.0028861739379323,0.0031320919526731,0.0028469281690973,0.21,0.39,0.0058129100324599,-1.1004175536638905,0.0028160255680657
2021-12-10,0.0028160255680657,0.0028861739379323,0.0031320919526731,0.35,0.21,0.0058922476470352,0.6735349698924642,0.0016278820596099
2021-12-17,0.0016278820596099,0.0028160255680657,0.0028861739379323,0.19,0.35,0.0057863884978423,0.233036413147003,0.0029068883707497
2021-12-24,0.0029068883707497,0.0016278820596099,0.0028160255680657,0.13,0.19,0.005908424079425,-0.316713682579206,0.0034365680554879
2021-12-31,0.0034365680554879,0.0029068883707497,0.0016278820596099,0.39,0.13,0.0060161442525145,0.7107724327305442,0.0058843011479699
2022-01-07,0.0058843011479699,0.0034365680554879,0.0029068883707497,0.29,0.39,0.005795258647594,0.0616016057515267,0.0056767067917939
2022-01-14,0.0056767067917939,0.0058843011479699,0.0034365680554879,0.78,0.29,0.0058074920585761,1.9130760390164256,0.0018027756377319
2022-01-21,0.0018027756377319,0.0056767067917939,0.0058843011479699,0.19,0.78,0.0057710140142046,1.250653611354413,0.0025
2022-01-28,0.0025,0.0018027756377319,0.0056767067917939,0.17,0.19,0.0059044488960335,-0.1866267351986361,0.0051560643905987
2022-02-04,0.0051560643905987,0.0025,0.0018027756377319,0.31,0.17,0.0059633506843583,1.172138280210877,0.0125003999936002
2022-02-18,0.0125003999936002,0.0051560643905987,0.0025,0.66,0.31,0.0058354745237477,-1.3622277277348882,0.0134731213903831
2022-02-25,0.0134731213903831,0.0125003999936002,0.0051560643905987,1.64,0.66,0.005715210498695,-3.0009101630322776,0.0073160781843826
2022-03-04,0.0073160781843826,0.0134731213903831,0.0125003999936002,0.97,1.64,0.0073602522185032,-3.079067594001628,0.0072498275841567
2022-03-11,0.0072498275841567,0.0073160781843826,0.0134731213903831,0.36,0.97,0.0064010251959014,-2.4848942901451454,0.0078233624484616
2022-03-18,0.0078233624484616,0.0072498275841567,0.0073160781843826,0.96,0.36,0.0059209565552702,1.2583340459833448,0.0055502252206554
2022-03-25,0.0055502252206554,0.0078233624484616,0.0072498275841567,0.55,0.96,0.005980647308627,-0.8001824233877408,0.0039604292696625
2022-04-01,0.0039604292696625,0.0055502252206554,0.0078233624484616,0.56,0.55,0.0057383752315635,0.5473016926086149,0.0007810249675906
2022-04-08,0.0007810249675906,0.0039604292696625,0.0055502252206554,0.01,0.56,0.0056724606373668,1.089272419712639,0.0039661064030103
2022-04-15,0.0039661064030103,0.0007810249675906,0.0039604292696625,0.11,0.01,0.0061396274691143,0.6046127959079994,0.0043017438324474
2022-04-22,0.0043017438324474,0.0039661064030103,0.0007810249675906,0.55,0.11,0.0061043300695479,0.8666626065867433,0.0075802374632988
2022-05-06,0.0075802374632988,0.0043017438324474,0.0039661064030103,0.26,0.55,0.0057726908154643,-0.1548953891080451,0.007354250471666
2022-05-13,0.007354250471666,0.0075802374632988,0.0043017438324474,1.04,0.26,0.0058293357168468,-3.009668956202926,0.0042432299018554
2022-05-20,0.0042432299018554,0.007354250471666,0.0075802374632988,0.01,1.04,0.0060675865263435,-0.2664131556364579,0.0072993150363578
2022-05-27,0.0072993150363578,0.0042432299018554,0.007354250471666,0.6,0.01,0.0062386642555155,-1.986444977684376,0.0061057350089894
2022-06-03,0.0061057350089894,0.0072993150363578,0.0042432299018554,0.84,0.6,0.0058129913160709,0.1149581252715137,0.0110510180526501
2022-06-10,0.0110510180526501,0.0061057350089894,0.0072993150363578,0.2,0.84,0.0058214496666949,1.6601072793041904,0.011004771692316
2022-06-17,0.011004771692316,0.0110510180526501,0.0061057350089894,1.55,0.2,0.0059058482079279,-2.807185405248536,0.0070700070721322
2022-06-24,0.0070700070721322,0.011004771692316,0.0110510180526501,0.14,1.55,0.0071578516431029,-1.9086356827346609,0.0070231759197673
2022-07-01,0.0070231759197673,0.0070700070721322,0.011004771692316,0.99,0.14,0.0063519804002892,-0.7791255142206799,0.0028844410203711
2022-07-08,0.0028844410203711,0.0070231759197673,0.0070700070721322,0.08,0.99,0.0061349202348885,-2.4820570812941423,0.0039503164430207
2022-07-15,0.0039503164430207,0.0028844410203711,0.0070231759197673,0.4,0.08,0.0061461377017552,0.952292945375599,0.0031662280397975
2022-07-22,0.0031662280397975,0.0039503164430207,0.0028844410203711,0.39,0.4,0.0058258478593604,1.2776952711383238,0.003927467377331
2022-07-29,0.003927467377331,0.0031662280397975,0.0039503164430207,0.22,0.39,0.0057436476082491,-0.9443711578695612,0.0068883960397178
2022-08-05,0.0068883960397178,0.003927467377331,0.0031662280397975,0.51,0.22,0.005863158477854,0.4263684519508981,0.005875797818169
2022-08-12,0.005875797818169,0.0068883960397178,0.003927467377331,0.83,0.51,0.0057101940971801,1.4174585871532752,0.001511621645783
2022-08-19,0.001511621645783,0.005875797818169,0.0068883960397178,0.04,0.83,0.0057855116445388,1.2124103107896245,0.0029470324056582
2022-08-26,0.0029470324056582,0.001511621645783,0.005875797818169,0.21,0.04,0.0061180457654681,-0.056884278591085,0.0029120439557122
2022-09-02,0.0029120439557122,0.0029470324056582,0.001511621645783,0.36,0.21,0.0059733309276262,-0.2996504160633795,0.001649242250247
2022-09-09,0.001649242250247,0.0029120439557122,0.0029470324056582,0.2,0.36,0.0058016445959783,0.0206168407122397,0.0008485281374238
2022-09-16,0.0008485281374238,0.001649242250247,0.0029120439557122,0.12,0.2,0.0059006955975919,0.1192926931907312,0.01944543648263
2022-09-23,0.01944543648263,0.0008485281374238,0.001649242250247,0.0,0.12,0.006027796948485,0.5993569161466539,0.0195532605976599
2022-09-30,0.0195532605976599,0.01944543648263,0.0008485281374238,2.75,0.0,0.0062452860363256,-2.918826423067145,0.0064175540511942
2022-10-07,0.0064175540511942,0.0195532605976599,0.01944543648263,0.29,2.75,0.0111580274088516,-1.7077709010465236,0.0111400179533068
2022-10-14,0.0111400179533068,0.0064175540511942,0.0195532605976599,0.86,0.29,0.0075995859169526,-0.4757672682611402,0.0096563450642569
2022-10-21,0.0096563450642569,0.0111400179533068,0.0064175540511942,1.32,0.86,0.0063593644075319,-3.5092819040015266,0.0037583240945932
2022-10-28,0.0037583240945932,0.0096563450642569,0.0111400179533068,0.35,1.32,0.0067149933152806,-3.269716728926486,0.0083429611050274
2022-11-04,0.0083429611050274,0.0037583240945932,0.0096563450642569,0.4,0.35,0.0060185938584492,-0.065444023674277,0.0087284019155856
2022-11-11,0.0087284019155856,0.0083429611050274,0.0037583240945932,1.11,0.4,0.0057905504802867,-2.329179613376242,0.0050621141828291
2022-11-25,0.0050621141828291,0.0087284019155856,0.0083429611050274,0.54,1.11,0.0061693237684432,2.2705751730480728,0.0060798848673309
2022-12-02,0.0060798848673309,0.0050621141828291,0.0087284019155856,0.47,0.54,0.0057914052557411,1.2242299014123104,0.0073006848993775
2022-12-09,0.0073006848993775,0.0060798848673309,0.0050621141828291,0.72,0.47,0.0057000826266711,2.771066468627237,0.0054589376255824
2022-12-16,0.0054589376255824,0.0073006848993775,0.0060798848673309,0.74,0.72,0.005704939720988,-0.203493331816762,0.0403350963801997
2022-12-23,0.0403350963801997,0.0054589376255824,0.0073006848993775,0.22,0.74,0.0057174924602882,-2.341276554822836,0.0403853933990991
2023-01-06,0.0403853933990991,0.0403350963801997,0.0054589376255824,5.7,0.22,0.0058563988043302,-5.417837797762138,0.0040749233121618
2023-01-20,0.0040749233121618,0.0403853933990991,0.0403350963801997,0.36,5.7,0.0230699499427697,2.5825556812157924,0.0086663140953925
2023-01-27,0.0086663140953925,0.0040749233121618,0.0403853933990991,0.45,0.36,0.0128406166946502,-1.2665798954330398,0.0120675183861471
2023-02-03,0.0120675183861471,0.0086663140953925,0.0040749233121618,1.14,0.45,0.0082022116149,0.5787855759566751,0.0090138781886599
2023-02-10,0.0090138781886599,0.0120675183861471,0.0086663140953925,1.27,1.14,0.0069007225363169,3.11359468147292,0.0037583240945932
2023-02-17,0.0037583240945932,0.0090138781886599,0.0120675183861471,0.11,1.27,0.0067526155343346,0.2193701103355483,0.004432268042436
2023-02-24,0.004432268042436,0.0037583240945932,0.0090138781886599,0.52,0.11,0.0062730643014461,0.7369539638681477,0.0039204591567825
2023-03-03,0.0039204591567825,0.004432268042436,0.0037583240945932,0.35,0.52,0.0058227180210963,1.2657656459602151,0.0047712681752339
2023-03-10,0.0047712681752339,0.0039204591567825,0.004432268042436,0.43,0.35,0.0057677579781321,-2.05396739258098,0.0040205720985949
2023-03-17,0.0040205720985949,0.0047712681752339,0.0039204591567825,0.52,0.43,0.0057083138715756,-0.7587934839917265,0.0016643316977093
2023-03-24,0.0016643316977093,0.0040205720985949,0.0047712681752339,0.23,0.52,0.0056670846581727,-0.8692508367695195,0.0006082762530298
2023-04-07,0.0006082762530298,0.0016643316977093,0.0040205720985949,0.05,0.23,0.0058325902397752,-0.1263440152322714,0.0013
2023-04-14,0.0013,0.0006082762530298,0.0016643316977093,0.07,0.05,0.0061139437888496,0.1325988047383264,0.0012041594578792
2023-04-21,0.0012041594578792,0.0013,0.0006082762530298,0.17,0.07,0.006155524570704,-0.0172112014773184,0.0025465663156493
2023-04-28,0.0025465663156493,0.0012041594578792,0.0013,0.01,0.17,0.0060300712628859,0.0718815405951645,0.0075153176912223
2023-05-05,0.0075153176912223,0.0025465663156493,0.0012041594578792,0.36,0.01,0.0062290442663857,-0.7346283948880816,0.0078131299746004
2023-05-12,0.0078131299746004,0.0075153176912223,0.0025465663156493,1.0,0.36,0.0058722816757654,1.1024489606740184,0.0064393322635192
2023-05-19,0.0064393322635192,0.0078131299746004,0.0075153176912223,0.47,1.0,0.0060209773000471,2.303847980997631,0.0072249567472753
2023-05-26,0.0072249567472753,0.0064393322635192,0.0078131299746004,0.78,0.47,0.0057626030696686,0.6846913112446229,0.0052497618993626
2023-06-02,0.0052497618993626,0.0072249567472753,0.0064393322635192,0.66,0.78,0.0057591099653191,1.9289739405327744,0.0084796815977959
2023-06-09,0.0084796815977959,0.0052497618993626,0.0072249567472753,0.34,0.66,0.0056947028147658,-0.1684293896072497,0.0127565669362881
2023-06-16,0.0127565669362881,0.0084796815977959,0.0052497618993626,1.15,0.34,0.0057409614374436,1.764603077164062,0.0098785120337022
2023-06-23,0.0098785120337022,0.0127565669362881,0.0084796815977959,1.39,1.15,0.0062267251511602,2.63832105481534,0.0022770595073471
2023-07-07,0.0022770595073471,0.0098785120337022,0.0127565669362881,0.14,1.39,0.0068377890304213,0.7101714287697902,0.0064175540511942
2023-07-14,0.0064175540511942,0.0022770595073471,0.0098785120337022,0.29,0.14,0.0062581028600911,-0.6318637758091827,0.008353741676638
2023-07-21,0.008353741676638,0.0064175540511942,0.0022770595073471,0.86,0.29,0.0059330679108639,1.358645975449302,0.0069631171180729
2023-07-28,0.0069631171180729,0.008353741676638,0.0064175540511942,0.81,0.86,0.0058720979393013,1.670634855276809,0.0044592600283006
2023-08-04,0.0044592600283006,0.0069631171180729,0.008353741676638,0.56,0.81,0.0058112723883657,2.1062691060727,0.0021691011963483
2023-08-11,0.0021691011963483,0.0044592600283006,0.0069631171180729,0.29,0.56,0.0056920392053235,-0.6631342364684323,0.0007382411530116
2023-08-18,0.0007382411530116,0.0021691011963483,0.0044592600283006,0.1,0.29,0.0057804509204593,-0.4504543746157496,0.0043891912694709
2023-08-25,0.0043891912694709,0.0007382411530116,0.0021691011963483,0.03,0.1,0.006025231492294,-0.9658885510004822,0.0044525273721786
2023-09-08,0.0044525273721786,0.0043891912694709,0.0007382411530116,0.62,0.03,0.0061949346914088,-0.9659500993559722,0.0007810249675906
2023-09-15,0.0007810249675906,0.0044525273721786,0.0043891912694709,0.11,0.62,0.0058038904737213,-0.3242641740010654,0.0107482556724335
2023-09-22,0.0107482556724335,0.0007810249675906,0.0044525273721786,0.01,0.11,0.0060169048922344,0.3138452288153903,0.0109288608738514
2023-10-06,0.0109288608738514,0.0107482556724335,0.0007810249675906,1.52,0.01,0.0062256786703875,1.3316885777904686,0.0025179356624028
2023-10-13,0.0025179356624028,0.0109288608738514,0.0107482556724335,0.28,1.52,0.0071521787349058,2.5594605788073155,0.0057306195127577
2023-10-20,0.0057306195127577,0.0025179356624028,0.0109288608738514,0.22,0.28,0.006202726541717,-0.2634892071646355,0.0055700089766534
2023-10-27,0.0055700089766534,0.0057306195127577,0.0025179356624028,0.78,0.22,0.0059854811365351,-0.7503478319810242,0.0011510864433221
2023-11-03,0.0011510864433221,0.0055700089766534,0.0057306195127577,0.11,0.78,0.0058188758422113,-1.087429173586818,0.003293174760015
2023-11-10,0.003293174760015,0.0011510864433221,0.0055700089766534,0.12,0.11,0.0060207286268383,-0.2568593101764382,0.0034014702703389
2023-11-17,0.0034014702703389,0.003293174760015,0.0011510864433221,0.45,0.12,0.0060590841403427,-0.0809355788407129,0.0034677081768799
2023-11-24,0.0034677081768799,0.0034014702703389,0.003293174760015,0.17,0.45,0.0057796845762309,0.2189482252040964,0.0088896006659466
2023-12-08,0.0088896006659466,0.0034677081768799,0.0034014702703389,0.46,0.17,0.0059309615378459,0.0415216998817635,0.0086353922898731
2023-12-15,0.0086353922898731,0.0088896006659466,0.0034677081768799,1.17,0.46,0.0057410047169086,2.316413973385245,0.0037054014627297
2023-12-22,0.0037054014627297,0.0086353922898731,0.0088896006659466,0.35,1.17,0.0062630876857798,1.1119600565022705,0.0081859635963031
2023-12-29,0.0081859635963031,0.0037054014627297,0.0086353922898731,0.39,0.35,0.0058884249939292,-0.8493133256757268,0.0109
2024-01-05,0.0109,0.0081859635963031,0.0037054014627297,1.09,0.39,0.0057604870998511,1.3236460113483115,0.0080327454833325
2024-01-12,0.0080327454833325,0.0109,0.0081859635963031,1.09,1.09,0.0061286330076203,1.5914355334381236,0.003250384592629
2024-01-19,0.003250384592629,0.0080327454833325,0.0109,0.32,1.09,0.0062222861466801,1.086522055954786,0.0030149626863362
2024-01-26,0.0030149626863362,0.003250384592629,0.0080327454833325,0.33,0.32,0.0058986457884936,0.8937835135048644,0.0067119296778199
2024-02-02,0.0067119296778199,0.0030149626863362,0.003250384592629,0.27,0.33,0.0058024574522662,-1.802192865916952,0.0079906195003891
2024-02-09,0.0079906195003891,0.0067119296778199,0.0030149626863362,0.91,0.27,0.0058275810448029,0.7396279581389109,0.0079337885023486
2024-02-16,0.0079337885023486,0.0079906195003891,0.0067119296778199,0.67,0.91,0.0058964967505807,1.483887074345125,0.0067082039324993
2024-02-23,0.0067082039324993,0.0079337885023486,0.0079906195003891,0.9,0.67,0.0057352081644192,1.7227824641394829,0.0035355339059327
2024-03-01,0.0035355339059327,0.0067082039324993,0.0079337885023486,0.3,0.9,0.0058613858361204,0.8548767054580519,0.00638787914726
2024-03-08,0.00638787914726,0.0035355339059327,0.0067082039324993,0.4,0.3,0.0058163999191436,-1.0224997973748984,0.0065520989003524
2024-03-15,0.0065520989003524,0.00638787914726,0.0035355339059327,0.81,0.4,0.0057356848197392,-0.1626313461336126,0.0037107950630558
2024-03-22,0.0037107950630558,0.0065520989003524,0.00638787914726,0.45,0.81,0.005775155712867,0.6514303100027652,0.0020892582415776
2024-03-29,0.0020892582415776,0.0037107950630558,0.0065520989003524,0.27,0.45,0.0057023484564631,-0.2442697622571099,0.0012
2024-04-05,0.0012,0.0020892582415776,0.0037107950630558,0.12,0.27,0.0058014075097087,0.7722270756357785,0.0029529646120466
2024-04-26,0.0029529646120466,0.0012,0.0020892582415776,0.12,0.12,0.0060022731777933,-0.7413372775044613,0.0034935655139126
2024-05-03,0.0034935655139126,0.0029529646120466,0.0012,0.4,0.12,0.0060542432415861,0.3645090269398521,0.0034935655139126
2024-05-10,0.0034935655139126,0.0034935655139126,0.0029529646120466,0.29,0.4,0.0058003633404276,0.580139342166297,0.0028319604517012
2024-05-17,0.0028319604517012,0.0034935655139126,0.0034935655139126,0.4,0.29,0.0058088386834133,0.2082283010029995,0.0003162277660168
2024-05-24,0.0003162277660168,0.0028319604517012,0.0034935655139126,0.02,0.4,0.0057336594328668,-0.4342385951263239,0.0018601075237738
2024-05-31,0.0018601075237738,0.0003162277660168,0.0028319604517012,0.04,0.02,0.0061378683908083,-0.502854373098971,0.0020248456731316
2024-06-07,0.0020248456731316,0.0018601075237738,0.0003162277660168,0.26,0.04,0.006208121095232,-0.9381229142449988,0.0012509996003196
2024-06-14,0.0012509996003196,0.0020248456731316,0.0018601075237738,0.12,0.26,0.0059464118354026,-0.2844791052678763,0.0068501824793212
2024-06-21,0.0068501824793212,0.0012509996003196,0.0020248456731316,0.13,0.12,0.0060396578869755,-0.120165553330942,0.0096
2024-06-28,0.0096,0.0068501824793212,0.0012509996003196,0.96,0.13,0.0060504850106586,1.1113104287017397,0.0088817228058524
2024-07-05,0.0088817228058524,0.0096,0.0068501824793212,0.96,0.96,0.0060148095823525,-0.1363082388452396,0.0069631171180729
2024-07-12,0.0069631171180729,0.0088817228058524,0.0096,0.81,0.96,0.0060053461439909,0.8988358388903439,0.0045607017003965
2024-07-19,0.0045607017003965,0.0069631171180729,0.0088817228058524,0.56,0.81,0.0058471477744555,1.01058874736506,0.0064222270280643
2024-07-26,0.0064222270280643,0.0045607017003965,0.0069631171180729,0.32,0.56,0.0057017402923833,0.8754164288339528,0.0071975690340558
2024-08-02,0.0071975690340558,0.0064222270280643,0.0045607017003965,0.85,0.32,0.0057579234313168,2.267370555996906,0.0046695824224442
2024-08-09,0.0046695824224442,0.0071975690340558,0.0064222270280643,0.56,0.85,0.0058162492090075,-1.5118297515270718,0.0034014702703389
2024-08-16,0.0034014702703389,0.0046695824224442,0.0071975690340558,0.35,0.56,0.0056933824092498,0.6312283929957418,0.0023430749027719
2024-08-23,0.0023430749027719,0.0034014702703389,0.0046695824224442,0.33,0.35,0.0057335341286101,0.6457213428533448,0.0012206555615733
2024-09-06,0.0012206555615733,0.0023430749027719,0.0034014702703389,0.03,0.33,0.0057585543777773,-0.0816684095871211,0.0066155120739062
2024-09-13,0.0066155120739062,0.0012206555615733,0.0023430749027719,0.17,0.03,0.0061275401729936,0.3049643431616733,0.0069602442485878
2024-09-20,0.0069602442485878,0.0066155120739062,0.0012206555615733,0.92,0.17,0.0060225343467043,1.6115277928334004,0.0066966409490131
2024-09-27,0.0066966409490131,0.0069602442485878,0.0066155120739062,0.35,0.92,0.005959324405043,0.987600198780636,0.0062261545114139
2024-10-04,0.0062261545114139,0.0066966409490131,0.0069602442485878,0.88,0.35,0.005804513693765,-0.9005208533471198,0.0006041522986797
2024-10-11,0.0006041522986797,0.0062261545114139,0.0066966409490131,0.03,0.88,0.0058581072003239,-0.5512628948436626,0.0012020815280171
2024-10-18,0.0012020815280171,0.0006041522986797,0.0062261545114139,0.08,0.03,0.0061524281498662,-0.7101817769871288,0.0017677669529663
2024-10-25,0.0017677669529663,0.0012020815280171,0.0006041522986797,0.15,0.08,0.0061507609682992,0.8206892750340034,0.0086720816416821
2024-11-01,0.0086720816416821,0.0017677669529663,0.0012020815280171,0.2,0.15,0.006053818433682,0.6743701388851608,0.0092849340331528
2024-11-08,0.0092849340331528,0.0086720816416821,0.0017677669529663,1.21,0.2,0.0059672680059323,1.5547809018569223,0.0036400549446402
2024-11-15,0.0036400549446402,0.0092849340331528,0.0086720816416821,0.51,1.21,0.0063937324042418,2.005868953940171,0.0029410882339705
2024-11-22,0.0029410882339705,0.0036400549446402,0.0092849340331528,0.07,0.51,0.0058587481472433,1.378209402704167,0.0034713109915419
2024-11-29,0.0034713109915419,0.0029410882339705,0.0036400549446402,0.41,0.07,0.0060895837488698,-0.6572810204738433,0.0020615528128088
2024-12-06,0.0020615528128088,0.0034713109915419,0.0029410882339705,0.27,0.41,0.0058050905298476,-0.4267430882817224,0.0027973201461398
2024-12-13,0.0027973201461398,0.0020615528128088,0.0034713109915419,0.11,0.27,0.0058282740108091,-0.3600324320356729,0.0027459060435491
2024-12-20,0.0027459060435491,0.0027973201461398,0.0020615528128088,0.38,0.11,0.0060231304949364,0.1625422427703471,0.0075871602065595
2024-12-27,0.0075871602065595,0.0027459060435491,0.0027973201461398,0.08,0.38,0.0058028761611545,-0.5762317334947475,0.0078971513851514
2025-01-10,0.0078971513851514,0.0075871602065595,0.0027459060435491,1.07,0.08,0.0060603189459736,4.5438620925829065,0.0045607017003965
2025-01-17,0.0045607017003965,0.0078971513851514,0.0075871602065595,0.32,1.07,0.0061727854194754,2.018859895246994,0.0109252002269981
2025-01-24,0.0109252002269981,0.0045607017003965,0.0078971513851514,0.56,0.32,0.0058848851972189,-1.1172753956118051,0.0101862652625974
2025-01-31,0.0101862652625974,0.0109252002269981,0.0045607017003965,1.44,0.56,0.0057119913760834,1.6090020604961008,0.0038288379438153
2025-02-07,0.0038288379438153,0.0101862652625974,0.0109252002269981,0.04,1.44,0.0068372996614197,1.0265924705288976,0.0080361682411457
2025-02-14,0.0080361682411457,0.0038288379438153,0.0101862652625974,0.54,0.04,0.0063983672276083,0.6637832472627725,0.007843468620451
2025-02-21,0.007843468620451,0.0080361682411457,0.0038288379438153,1.0,0.54,0.0058567137266765,2.628793216502956,0.0035163901945034
2025-03-07,0.0035163901945034,0.007843468620451,0.0080361682411457,0.48,1.0,0.006016968708989,-1.5185856057638003,0.0251191162264917
2025-03-14,0.0251191162264917,0.0035163901945034,0.007843468620451,0.13,0.48,0.0057587118398641,-1.0161573215605513,0.0253213348779245
2025-03-21,0.0253213348779245,0.0251191162264917,0.0035163901945034,3.55,0.13,0.0059776570237388,3.9274035979491417,0.0241301678402782
2025-03-28,0.0241301678402782,0.0253213348779245,0.0251191162264917,0.47,3.55,0.0142131670622307,3.2158455059205338,0.0330096955453999
2025-04-11,0.0330096955453999,0.0241301678402782,0.0253213348779245,3.38,0.47,0.0087757571965913,-6.588873029328179,0.0228954143880384
2025-04-18,0.0228954143880384,0.0330096955453999,0.0241301678402782,3.22,3.38,0.0139371121178804,4.882097649587047,0.0061465437442517
