Unnamed: 0.1,Unnamed: 0,filename,url,download_date,date
101.0,101.0,22-12-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/27-12-2023/weekly_opcvm_22_12_2023.pdf,2025-12-19 18:44:51,2023-12-22
102.0,102.0,15-12-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/18-12-2023/weekly_opcvm_15_12_2023.pdf,2025-12-19 18:44:41,2023-12-15
103.0,103.0,08-12-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/11-12-2023/weekly_opcvm_08_12_2023.pdf,2025-12-19 18:44:42,2023-12-08
104.0,104.0,04-12-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/04-12-2023/weekly_opcvm_04_12_2023.pdf,2025-12-19 18:44:44,2023-12-04
105.0,105.0,24-11-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/27-11-2023/weekly_opcvm_24_11_2023.pdf,2025-12-19 18:44:46,2023-11-24
106.0,106.0,17-11-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/20-11-2023/weekly_opcvm_17_11_2023.pdf,2025-12-19 18:44:48,2023-11-17
107.0,107.0,10-11-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/13-11-2023/weekly_opcvm_10_11_2023.pdf,2025-12-19 18:44:54,2023-11-10
108.0,108.0,03-11-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/07-11-2023/weekly_opcvm_03_11_2023.pdf,2025-12-19 18:44:58,2023-11-03
109.0,109.0,27-10-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/30-10-2023/weekly_opcvm_27_10_2023.pdf,2025-12-19 18:45:02,2023-10-27
110.0,110.0,20-10-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/23-10-2023/weekly_opcvm_20_10_2023.pdf,2025-12-19 18:44:55,2023-10-20
111.0,111.0,13-10-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/16-10-2023/weekly_opcvm_13_10_2023.pdf,2025-12-19 18:45:01,2023-10-13
112.0,112.0,06-10-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/12-10-2023/weekly_opcvm_06_10_2023.pdf,2025-12-19 18:45:03,2023-10-06
113.0,113.0,02-10-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/06-10-2023/weekly_opcvm_02_10_2023.pdf,2025-12-19 18:44:59,2023-10-02
114.0,114.0,22-09-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/25-09-2023/weekly_opcvm_22_09_2023.pdf,2025-12-19 18:45:04,2023-09-22
115.0,115.0,15-09-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/18-09-2023/weekly_opcvm_15_09_2023.pdf,2025-12-19 18:44:57,2023-09-15
116.0,116.0,08-09-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/11-09-2023/weekly_opcvm_08_09_2023.pdf,2025-12-19 18:45:18,2023-09-08
117.0,117.0,25-08-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/31-08-2023/weekly_opcvm_25_08_2023.pdf,2025-12-19 18:45:23,2023-08-25
118.0,118.0,18-08-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/25-08-2023/weekly_opcvm_18_08_2023.pdf,2025-12-19 18:45:08,2023-08-18
119.0,119.0,11-08-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/22-08-2023/weekly_opcvm_11_08_2023.pdf,2025-12-19 18:45:22,2023-08-11
120.0,120.0,04-08-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/11-08-2023/weekly_opcvm_04_08_2023.pdf,2025-12-19 18:45:13,2023-08-04
121.0,121.0,28-07-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/03-08-2023/weekly_opcvm_28_07_2023.pdf,2025-12-19 18:45:19,2023-07-28
122.0,122.0,21-07-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/26-07-2023/weekly_opcvm_21_07_2023.pdf,2025-12-19 18:45:07,2023-07-21
123.0,123.0,14-07-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/21-07-2023/weekly_opcvm_14_07_2023.pdf,2025-12-19 18:45:14,2023-07-14
124.0,124.0,07-07-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/13-07-2023/weekly_opcvm_07_07_2023.pdf,2025-12-19 18:45:20,2023-07-07
125.0,125.0,03-07-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/05-07-2023/weekly_opcvm_03_07_2023.pdf,2025-12-19 18:45:30,2023-07-03
126.0,126.0,23-06-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/05-07-2023/weekly_opcvm_23_06_2023.pdf,2025-12-19 18:45:42,2023-06-23
127.0,127.0,16-06-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/19-06-2023/weekly_opcvm_16_06_2023.pdf,2025-12-19 18:45:35,2023-06-16
128.0,128.0,09-06-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/12-06-2023/weekly_opcvm_09_06_2023.pdf,2025-12-19 18:45:28,2023-06-09
129.0,129.0,02-06-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/06-06-2023/weekly_opcvm_02_06_2023.pdf,2025-12-19 18:45:43,2023-06-02
130.0,130.0,26-05-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/29-05-2023/weekly_opcvm_26_05_2023.pdf,2025-12-19 18:45:29,2023-05-26
131.0,131.0,19-05-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/22-05-2023/weekly_opcvm_19_05_2023.pdf,2025-12-19 18:45:40,2023-05-19
132.0,132.0,12-05-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/15-05-2023/weekly_opcvm_12_05_2023.pdf,2025-12-19 18:45:37,2023-05-12
133.0,133.0,05-05-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/08-05-2023/weekly_opcvm_05_05_2023.pdf,2025-12-19 18:45:34,2023-05-05
134.0,134.0,28-04-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/02-05-2023/weekly_opcvm_28_04_2023.pdf,2025-12-19 18:45:45,2023-04-28
135.0,135.0,21-04-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/25-04-2023/weekly_opcvm_21_04_2023.pdf,2025-12-19 18:45:52,2023-04-21
136.0,136.0,14-04-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/17-04-2023/weekly_opcvm_14_04_2023.pdf,2025-12-19 18:45:48,2023-04-14
137.0,137.0,07-04-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/10-04-2023/weekly_opcvm_07_04_2023.pdf,2025-12-19 18:45:49,2023-04-07
138.0,138.0,31-03-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/03-04-2023/weekly_opcvm_31_03_2023.pdf,2025-12-19 18:45:47,2023-03-31
139.0,139.0,24-03-2023.pdf,https://www.wafagestion.com/sites/default/files/documents-en-masse/27-03-2023/weekly_opcvm_24_03_2023.pdf,2025-12-19 18:45:59,2023-03-24
